Indicator No.,Grading,Domain,Country,Score,Region,Layer
21,1,Foreign Policy,Jordan,2,North Africa & West Asia,effect
21,1,Foreign Policy,Kazakhstan,4,Central Asia,effect
21,1,Foreign Policy,Kenya,4,Sub-Saharan Africa,effect
21,1,Foreign Policy,Kyrgyzstan,2,Central Asia,effect
21,1,Foreign Policy,Latvia,0,Europe,effect
21,1,Foreign Policy,Lebanon,2,North Africa & West Asia,effect
21,1,Foreign Policy,Malaysia,2,East & Southeast Asia,effect
21,1,Foreign Policy,Mexico,4,Central America & Caribbean,effect
21,1,Foreign Policy,Montenegro,2,Europe,effect
21,1,Foreign Policy,New Zealand,0,Oceania,effect
21,1,Foreign Policy,Paraguay,2,South America,effect
21,1,Foreign Policy,Peru,2,South America,effect
21,1,Foreign Policy,Philippines,2,East & Southeast Asia,effect
21,1,Foreign Policy,Poland,2,Europe,effect
21,1,Foreign Policy,Serbia,4,Europe,effect
21,1,Foreign Policy,Singapore,2,East & Southeast Asia,effect
21,1,Foreign Policy,South Korea,2,East & Southeast Asia,effect
21,1,Foreign Policy,Taiwan,0,East & Southeast Asia,effect
21,1,Foreign Policy,Tajikistan,2,Central Asia,effect
21,1,Foreign Policy,Thailand,2,East & Southeast Asia,effect
21,1,Foreign Policy,Turkey,2,North Africa & West Asia,effect
21,1,Foreign Policy,United Kingdom,,Europe,effect
21,1,Foreign Policy,United States,0,North America,effect
21,1,Foreign Policy,Uruguay,2,South America,effect
21,1,Foreign Policy,Uzbekistan,4,Central Asia,effect
21,1,Foreign Policy,Venezuela,2,South America,effect
21,1,Foreign Policy,Vietnam,2,East & Southeast Asia,effect
22,1,Foreign Policy,Albania,0,Europe,effect
22,1,Foreign Policy,Argentina,2,South America,effect
22,1,Foreign Policy,Armenia,4,Europe,effect
22,1,Foreign Policy,Australia,0,Oceania,effect
22,1,Foreign Policy,Bolívia,2,South America,effect
22,1,Foreign Policy,Bosnia and Herzegovina,0,Europe,effect
22,1,Foreign Policy,Brazil,2,South America,effect
22,1,Foreign Policy,Cambodia,4,East & Southeast Asia,effect
22,1,Foreign Policy,Canada,0,North America,effect
22,1,Foreign Policy,Chile,2,South America,effect
22,1,Foreign Policy,Colombia,2,South America,effect
22,1,Foreign Policy,Czech Republic,2,Europe,effect
22,1,Foreign Policy,Egypt,4,North Africa & West Asia,effect
22,1,Foreign Policy,Estonia,0,Europe,effect
22,1,Foreign Policy,Ethiopia,4,Sub-Saharan Africa,effect
22,1,Foreign Policy,Georgia,2,Europe,effect
22,1,Foreign Policy,Germany,0,Europe,effect
22,1,Foreign Policy,Indonesia,2,East & Southeast Asia,effect
22,1,Foreign Policy,Japan,0,East & Southeast Asia,effect
22,1,Foreign Policy,Jordan,2,North Africa & West Asia,effect
22,1,Foreign Policy,Kazakhstan,4,Central Asia,effect
22,1,Foreign Policy,Kenya,2,Sub-Saharan Africa,effect
22,1,Foreign Policy,Kyrgyzstan,2,Central Asia,effect
22,1,Foreign Policy,Latvia,0,Europe,effect
22,1,Foreign Policy,Lebanon,4,North Africa & West Asia,effect
22,1,Foreign Policy,Malaysia,2,East & Southeast Asia,effect
22,1,Foreign Policy,Mexico,2,Central America & Caribbean,effect
22,1,Foreign Policy,Montenegro,2,Europe,effect
22,1,Foreign Policy,New Zealand,0,Oceania,effect
22,1,Foreign Policy,Paraguay,2,South America,effect
22,1,Foreign Policy,Peru,2,South America,effect
22,1,Foreign Policy,Philippines,2,East & Southeast Asia,effect
22,1,Foreign Policy,Poland,2,Europe,effect
22,1,Foreign Policy,Serbia,4,Europe,effect
22,1,Foreign Policy,Singapore,4,East & Southeast Asia,effect
22,1,Foreign Policy,South Korea,2,East & Southeast Asia,effect
22,1,Foreign Policy,Taiwan,0,East & Southeast Asia,effect
22,1,Foreign Policy,Tajikistan,4,Central Asia,effect
22,1,Foreign Policy,Thailand,4,East & Southeast Asia,effect
22,1,Foreign Policy,Turkey,2,North Africa & West Asia,effect
22,1,Foreign Policy,United Kingdom,0,Europe,effect
22,1,Foreign Policy,United States,0,North America,effect
22,1,Foreign Policy,Uruguay,2,South America,effect
22,1,Foreign Policy,Uzbekistan,2,Central Asia,effect
22,1,Foreign Policy,Venezuela,4,South America,effect
22,1,Foreign Policy,Vietnam,4,East & Southeast Asia,effect
23,1,Academia,Albania,0,Europe,exposure
23,1,Academia,Argentina,3,South America,exposure
23,1,Academia,Armenia,0,Europe,exposure
23,1,Academia,Australia,4,Oceania,exposure
23,1,Academia,Bolívia,2,South America,exposure
23,1,Academia,Bosnia and Herzegovina,0,Europe,exposure
23,1,Academia,Brazil,4,South America,exposure
23,1,Academia,Cambodia,1,East & Southeast Asia,exposure
23,1,Academia,Canada,4,North America,exposure
23,1,Academia,Chile,3,South America,exposure
23,1,Academia,Colombia,1,South America,exposure
23,1,Academia,Czech Republic,1,Europe,exposure
23,1,Academia,Egypt,3,North Africa & West Asia,exposure
23,1,Academia,Estonia,3,Europe,exposure
23,1,Academia,Ethiopia,3,Sub-Saharan Africa,exposure
23,1,Academia,Georgia,3,Europe,exposure
23,1,Academia,Germany,4,Europe,exposure
23,1,Academia,Indonesia,4,East & Southeast Asia,exposure
23,1,Academia,Japan,1,East & Southeast Asia,exposure
23,1,Academia,Jordan,3,North Africa & West Asia,exposure
23,1,Academia,Kazakhstan,4,Central Asia,exposure
23,1,Academia,Kenya,3,Sub-Saharan Africa,exposure
23,1,Academia,Kyrgyzstan,3,Central Asia,exposure
23,1,Academia,Latvia,1,Europe,exposure
23,1,Academia,Lebanon,4,North Africa & West Asia,exposure
23,1,Academia,Malaysia,2,East & Southeast Asia,exposure
23,1,Academia,Mexico,3,Central America & Caribbean,exposure
23,1,Academia,Montenegro,0,Europe,exposure
23,1,Academia,New Zealand,3,Oceania,exposure
23,1,Academia,Paraguay,0,South America,exposure
23,1,Academia,Peru,3,South America,exposure
23,1,Academia,Philippines,3,East & Southeast Asia,exposure
23,1,Academia,Poland,3,Europe,exposure
23,1,Academia,Serbia,2,Europe,exposure
23,1,Academia,Singapore,4,East & Southeast Asia,exposure
23,1,Academia,South Korea,2,East & Southeast Asia,exposure
23,1,Academia,Taiwan,2,East & Southeast Asia,exposure
23,1,Academia,Tajikistan,3,Central Asia,exposure
23,1,Academia,Thailand,4,East & Southeast Asia,exposure
23,1,Academia,Turkey,4,North Africa & West Asia,exposure
23,1,Academia,United Kingdom,4,Europe,exposure
23,1,Academia,United States,4,North America,exposure
23,1,Academia,Uruguay,1,South America,exposure
23,1,Academia,Uzbekistan,4,Central Asia,exposure
23,1,Academia,Venezuela,3,South America,exposure
23,1,Academia,Vietnam,0,East & Southeast Asia,exposure
24,1,Academia,Albania,3,Europe,exposure
24,1,Academia,Argentina,3,South America,exposure
24,1,Academia,Armenia,3,Europe,exposure
24,1,Academia,Australia,3,Oceania,exposure
24,1,Academia,Bolívia,1,South America,exposure
24,1,Academia,Bosnia and Herzegovina,3,Europe,exposure
24,1,Academia,Brazil,4,South America,exposure
24,1,Academia,Cambodia,3,East & Southeast Asia,exposure
24,1,Academia,Canada,4,North America,exposure
24,1,Academia,Chile,4,South America,exposure
24,1,Academia,Colombia,1,South America,exposure
24,1,Academia,Czech Republic,1,Europe,exposure
24,1,Academia,Egypt,3,North Africa & West Asia,exposure
24,1,Academia,Estonia,3,Europe,exposure
24,1,Academia,Ethiopia,4,Sub-Saharan Africa,exposure
24,1,Academia,Georgia,4,Europe,exposure
24,1,Academia,Germany,4,Europe,exposure
24,1,Academia,Indonesia,2,East & Southeast Asia,exposure
24,1,Academia,Japan,2,East & Southeast Asia,exposure
24,1,Academia,Jordan,3,North Africa & West Asia,exposure
24,1,Academia,Kazakhstan,3,Central Asia,exposure
24,1,Academia,Kenya,3,Sub-Saharan Africa,exposure
24,1,Academia,Kyrgyzstan,4,Central Asia,exposure
24,1,Academia,Latvia,1,Europe,exposure
24,1,Academia,Lebanon,4,North Africa & West Asia,exposure
24,1,Academia,Malaysia,2,East & Southeast Asia,exposure
24,1,Academia,Mexico,4,Central America & Caribbean,exposure
24,1,Academia,Montenegro,3,Europe,exposure
24,1,Academia,New Zealand,3,Oceania,exposure
24,1,Academia,Paraguay,1,South America,exposure
24,1,Academia,Peru,4,South America,exposure
24,1,Academia,Philippines,3,East & Southeast Asia,exposure
24,1,Academia,Poland,4,Europe,exposure
24,1,Academia,Serbia,3,Europe,exposure
24,1,Academia,Singapore,3,East & Southeast Asia,exposure
24,1,Academia,South Korea,2,East & Southeast Asia,exposure
24,1,Academia,Taiwan,0,East & Southeast Asia,exposure
24,1,Academia,Tajikistan,4,Central Asia,exposure
24,1,Academia,Thailand,4,East & Southeast Asia,exposure
24,1,Academia,Turkey,4,North Africa & West Asia,exposure
24,1,Academia,United Kingdom,4,Europe,exposure
24,1,Academia,United States,4,North America,exposure
24,1,Academia,Uruguay,3,South America,exposure
24,1,Academia,Uzbekistan,3,Central Asia,exposure
24,1,Academia,Venezuela,3,South America,exposure
24,1,Academia,Vietnam,1,East & Southeast Asia,exposure
25,0,Academia,Albania,0,Europe,exposure
25,0,Academia,Argentina,4,South America,exposure
25,0,Academia,Armenia,4,Europe,exposure
25,0,Academia,Australia,0,Oceania,exposure
25,0,Academia,Bolívia,0,South America,exposure
25,0,Academia,Bosnia and Herzegovina,,Europe,exposure
25,0,Academia,Brazil,0,South America,exposure
25,0,Academia,Cambodia,0,East & Southeast Asia,exposure
25,0,Academia,Canada,0,North America,exposure
25,0,Academia,Chile,4,South America,exposure
25,0,Academia,Colombia,0,South America,exposure
25,0,Academia,Czech Republic,0,Europe,exposure
25,0,Academia,Egypt,4,North Africa & West Asia,exposure
25,0,Academia,Estonia,4,Europe,exposure
25,0,Academia,Ethiopia,0,Sub-Saharan Africa,exposure
25,0,Academia,Georgia,4,Europe,exposure
25,0,Academia,Germany,4,Europe,exposure
25,0,Academia,Indonesia,0,East & Southeast Asia,exposure
25,0,Academia,Japan,0,East & Southeast Asia,exposure
25,0,Academia,Jordan,0,North Africa & West Asia,exposure
25,0,Academia,Kazakhstan,4,Central Asia,exposure
25,0,Academia,Kenya,4,Sub-Saharan Africa,exposure
25,0,Academia,Kyrgyzstan,4,Central Asia,exposure
25,0,Academia,Latvia,0,Europe,exposure
25,0,Academia,Lebanon,0,North Africa & West Asia,exposure
25,0,Academia,Malaysia,0,East & Southeast Asia,exposure
25,0,Academia,Mexico,4,Central America & Caribbean,exposure
25,0,Academia,Montenegro,0,Europe,exposure
25,0,Academia,New Zealand,0,Oceania,exposure
25,0,Academia,Paraguay,0,South America,exposure
25,0,Academia,Peru,4,South America,exposure
25,0,Academia,Philippines,0,East & Southeast Asia,exposure
25,0,Academia,Poland,0,Europe,exposure
25,0,Academia,Serbia,4,Europe,exposure
25,0,Academia,Singapore,4,East & Southeast Asia,exposure
25,0,Academia,South Korea,4,East & Southeast Asia,exposure
25,0,Academia,Taiwan,0,East & Southeast Asia,exposure
25,0,Academia,Tajikistan,0,Central Asia,exposure
25,0,Academia,Thailand,0,East & Southeast Asia,exposure
25,0,Academia,Turkey,4,North Africa & West Asia,exposure
25,0,Academia,United Kingdom,0,Europe,exposure
25,0,Academia,United States,4,North America,exposure
25,0,Academia,Uruguay,4,South America,exposure
25,0,Academia,Uzbekistan,0,Central Asia,exposure
25,0,Academia,Venezuela,0,South America,exposure
25,0,Academia,Vietnam,0,East & Southeast Asia,exposure
26,1,Academia,Albania,0,Europe,exposure
26,1,Academia,Argentina,1,South America,exposure
26,1,Academia,Armenia,0,Europe,exposure
26,1,Academia,Australia,0,Oceania,exposure
26,1,Academia,Bolívia,0,South America,exposure
26,1,Academia,Bosnia and Herzegovina,3,Europe,exposure
26,1,Academia,Brazil,0,South America,exposure
26,1,Academia,Cambodia,1,East & Southeast Asia,exposure
26,1,Academia,Canada,0,North America,exposure
26,1,Academia,Chile,0,South America,exposure
26,1,Academia,Colombia,0,South America,exposure
26,1,Academia,Czech Republic,0,Europe,exposure
26,1,Academia,Egypt,3,North Africa & West Asia,exposure
26,1,Academia,Estonia,3,Europe,exposure
26,1,Academia,Ethiopia,0,Sub-Saharan Africa,exposure
26,1,Academia,Georgia,2,Europe,exposure
26,1,Academia,Germany,1,Europe,exposure
26,1,Academia,Indonesia,1,East & Southeast Asia,exposure
26,1,Academia,Japan,1,East & Southeast Asia,exposure
26,1,Academia,Jordan,2,North Africa & West Asia,exposure
26,1,Academia,Kazakhstan,3,Central Asia,exposure
26,1,Academia,Kenya,0,Sub-Saharan Africa,exposure
26,1,Academia,Kyrgyzstan,4,Central Asia,exposure
26,1,Academia,Latvia,1,Europe,exposure
26,1,Academia,Lebanon,1,North Africa & West Asia,exposure
26,1,Academia,Malaysia,3,East & Southeast Asia,exposure
26,1,Academia,Mexico,0,Central America & Caribbean,exposure
26,1,Academia,Montenegro,0,Europe,exposure
26,1,Academia,New Zealand,0,Oceania,exposure
26,1,Academia,Paraguay,0,South America,exposure
26,1,Academia,Peru,4,South America,exposure
26,1,Academia,Philippines,2,East & Southeast Asia,exposure
26,1,Academia,Poland,3,Europe,exposure
26,1,Academia,Serbia,0,Europe,exposure
26,1,Academia,Singapore,3,East & Southeast Asia,exposure
26,1,Academia,South Korea,0,East & Southeast Asia,exposure
26,1,Academia,Taiwan,1,East & Southeast Asia,exposure
26,1,Academia,Tajikistan,3,Central Asia,exposure
26,1,Academia,Thailand,3,East & Southeast Asia,exposure
26,1,Academia,Turkey,0,North Africa & West Asia,exposure
26,1,Academia,United Kingdom,1,Europe,exposure
26,1,Academia,United States,1,North America,exposure
26,1,Academia,Uruguay,0,South America,exposure
26,1,Academia,Uzbekistan,2,Central Asia,exposure
26,1,Academia,Venezuela,0,South America,exposure
26,1,Academia,Vietnam,0,East & Southeast Asia,exposure
27,1,Academia,Albania,1,Europe,exposure
27,1,Academia,Argentina,1,South America,exposure
27,1,Academia,Armenia,0,Europe,exposure
27,1,Academia,Australia,3,Oceania,exposure
27,1,Academia,Bolívia,0,South America,exposure
27,1,Academia,Bosnia and Herzegovina,3,Europe,exposure
27,1,Academia,Brazil,0,South America,exposure
27,1,Academia,Cambodia,2,East & Southeast Asia,exposure
27,1,Academia,Canada,2,North America,exposure
27,1,Academia,Chile,2,South America,exposure
27,1,Academia,Colombia,1,South America,exposure
27,1,Academia,Czech Republic,3,Europe,exposure
27,1,Academia,Egypt,3,North Africa & West Asia,exposure
27,1,Academia,Estonia,0,Europe,exposure
27,1,Academia,Ethiopia,0,Sub-Saharan Africa,exposure
27,1,Academia,Georgia,3,Europe,exposure
27,1,Academia,Germany,2,Europe,exposure
27,1,Academia,Indonesia,1,East & Southeast Asia,exposure
27,1,Academia,Japan,2,East & Southeast Asia,exposure
27,1,Academia,Jordan,2,North Africa & West Asia,exposure
27,1,Academia,Kazakhstan,3,Central Asia,exposure
27,1,Academia,Kenya,,Sub-Saharan Africa,exposure
27,1,Academia,Kyrgyzstan,4,Central Asia,exposure
27,1,Academia,Latvia,1,Europe,exposure
27,1,Academia,Lebanon,0,North Africa & West Asia,exposure
27,1,Academia,Malaysia,2,East & Southeast Asia,exposure
27,1,Academia,Mexico,3,Central America & Caribbean,exposure
27,1,Academia,Montenegro,3,Europe,exposure
27,1,Academia,New Zealand,,Oceania,exposure
27,1,Academia,Paraguay,0,South America,exposure
27,1,Academia,Peru,0,South America,exposure
27,1,Academia,Philippines,3,East & Southeast Asia,exposure
27,1,Academia,Poland,,Europe,exposure
27,1,Academia,Serbia,4,Europe,exposure
27,1,Academia,Singapore,3,East & Southeast Asia,exposure
27,1,Academia,South Korea,0,East & Southeast Asia,exposure
27,1,Academia,Taiwan,,East & Southeast Asia,exposure
27,1,Academia,Tajikistan,1,Central Asia,exposure
27,1,Academia,Thailand,0,East & Southeast Asia,exposure
27,1,Academia,Turkey,,North Africa & West Asia,exposure
27,1,Academia,United Kingdom,2,Europe,exposure
27,1,Academia,United States,4,North America,exposure
27,1,Academia,Uruguay,4,South America,exposure
27,1,Academia,Uzbekistan,,Central Asia,exposure
27,1,Academia,Venezuela,3,South America,exposure
27,1,Academia,Vietnam,3,East & Southeast Asia,exposure
28,1,Academia,Albania,1,Europe,exposure
28,1,Academia,Argentina,0,South America,exposure
28,1,Academia,Armenia,0,Europe,exposure
28,1,Academia,Australia,2,Oceania,exposure
28,1,Academia,Bolívia,3,South America,exposure
28,1,Academia,Bosnia and Herzegovina,0,Europe,exposure
28,1,Academia,Brazil,1,South America,exposure
28,1,Academia,Cambodia,0,East & Southeast Asia,exposure
28,1,Academia,Canada,4,North America,exposure
28,1,Academia,Chile,0,South America,exposure
28,1,Academia,Colombia,0,South America,exposure
28,1,Academia,Czech Republic,1,Europe,exposure
28,1,Academia,Egypt,0,North Africa & West Asia,exposure
28,1,Academia,Estonia,0,Europe,exposure
28,1,Academia,Ethiopia,0,Sub-Saharan Africa,exposure
28,1,Academia,Georgia,3,Europe,exposure
28,1,Academia,Germany,4,Europe,exposure
28,1,Academia,Indonesia,1,East & Southeast Asia,exposure
28,1,Academia,Japan,2,East & Southeast Asia,exposure
28,1,Academia,Jordan,0,North Africa & West Asia,exposure
28,1,Academia,Kazakhstan,0,Central Asia,exposure
28,1,Academia,Kenya,0,Sub-Saharan Africa,exposure
28,1,Academia,Kyrgyzstan,0,Central Asia,exposure
28,1,Academia,Latvia,1,Europe,exposure
28,1,Academia,Lebanon,0,North Africa & West Asia,exposure
28,1,Academia,Malaysia,0,East & Southeast Asia,exposure
28,1,Academia,Mexico,0,Central America & Caribbean,exposure
28,1,Academia,Montenegro,0,Europe,exposure
28,1,Academia,New Zealand,1,Oceania,exposure
28,1,Academia,Paraguay,0,South America,exposure
28,1,Academia,Peru,0,South America,exposure
28,1,Academia,Philippines,0,East & Southeast Asia,exposure
28,1,Academia,Poland,,Europe,exposure
28,1,Academia,Serbia,1,Europe,exposure
28,1,Academia,Singapore,3,East & Southeast Asia,exposure
28,1,Academia,South Korea,3,East & Southeast Asia,exposure
28,1,Academia,Taiwan,4,East & Southeast Asia,exposure
28,1,Academia,Tajikistan,2,Central Asia,exposure
28,1,Academia,Thailand,3,East & Southeast Asia,exposure
28,1,Academia,Turkey,0,North Africa & West Asia,exposure
28,1,Academia,United Kingdom,3,Europe,exposure
28,1,Academia,United States,4,North America,exposure
28,1,Academia,Uruguay,0,South America,exposure
28,1,Academia,Uzbekistan,,Central Asia,exposure
28,1,Academia,Venezuela,1,South America,exposure
28,1,Academia,Vietnam,0,East & Southeast Asia,exposure
29,1,Academia,Albania,0,Europe,exposure
29,1,Academia,Argentina,3,South America,exposure
29,1,Academia,Armenia,2,Europe,exposure
29,1,Academia,Australia,0,Oceania,exposure
29,1,Academia,Bolívia,0,South America,exposure
29,1,Academia,Bosnia and Herzegovina,4,Europe,exposure
29,1,Academia,Brazil,,South America,exposure
29,1,Academia,Cambodia,1,East & Southeast Asia,exposure
29,1,Academia,Canada,4,North America,exposure
29,1,Academia,Chile,1,South America,exposure
29,1,Academia,Colombia,1,South America,exposure
29,1,Academia,Czech Republic,1,Europe,exposure
29,1,Academia,Egypt,1,North Africa & West Asia,exposure
29,1,Academia,Estonia,1,Europe,exposure
29,1,Academia,Ethiopia,3,Sub-Saharan Africa,exposure
29,1,Academia,Georgia,3,Europe,exposure
29,1,Academia,Germany,3,Europe,exposure
29,1,Academia,Indonesia,1,East & Southeast Asia,exposure
29,1,Academia,Japan,2,East & Southeast Asia,exposure
29,1,Academia,Jordan,3,North Africa & West Asia,exposure
29,1,Academia,Kazakhstan,3,Central Asia,exposure
29,1,Academia,Kenya,,Sub-Saharan Africa,exposure
29,1,Academia,Kyrgyzstan,4,Central Asia,exposure
29,1,Academia,Latvia,2,Europe,exposure
29,1,Academia,Lebanon,1,North Africa & West Asia,exposure
29,1,Academia,Malaysia,,East & Southeast Asia,exposure
29,1,Academia,Mexico,4,Central America & Caribbean,exposure
29,1,Academia,Montenegro,,Europe,exposure
29,1,Academia,New Zealand,1,Oceania,exposure
29,1,Academia,Paraguay,1,South America,exposure
29,1,Academia,Peru,4,South America,exposure
29,1,Academia,Philippines,4,East & Southeast Asia,exposure
29,1,Academia,Poland,1,Europe,exposure
29,1,Academia,Serbia,0,Europe,exposure
29,1,Academia,Singapore,4,East & Southeast Asia,exposure
29,1,Academia,South Korea,4,East & Southeast Asia,exposure
29,1,Academia,Taiwan,,East & Southeast Asia,exposure
29,1,Academia,Tajikistan,0,Central Asia,exposure
29,1,Academia,Thailand,4,East & Southeast Asia,exposure
29,1,Academia,Turkey,,North Africa & West Asia,exposure
29,1,Academia,United Kingdom,,Europe,exposure
29,1,Academia,United States,4,North America,exposure
29,1,Academia,Uruguay,0,South America,exposure
29,1,Academia,Uzbekistan,4,Central Asia,exposure
29,1,Academia,Venezuela,3,South America,exposure
29,1,Academia,Vietnam,0,East & Southeast Asia,exposure
30,1,Academia,Albania,0,Europe,pressure
30,1,Academia,Argentina,0,South America,pressure
30,1,Academia,Armenia,0,Europe,pressure
30,1,Academia,Australia,3,Oceania,pressure
30,1,Academia,Bolívia,0,South America,pressure
30,1,Academia,Bosnia and Herzegovina,0,Europe,pressure
30,1,Academia,Brazil,0,South America,pressure
30,1,Academia,Cambodia,0,East & Southeast Asia,pressure
30,1,Academia,Canada,4,North America,pressure
30,1,Academia,Chile,0,South America,pressure
30,1,Academia,Colombia,0,South America,pressure
30,1,Academia,Czech Republic,0,Europe,pressure
30,1,Academia,Egypt,0,North Africa & West Asia,pressure
30,1,Academia,Estonia,1,Europe,pressure
30,1,Academia,Ethiopia,0,Sub-Saharan Africa,pressure
30,1,Academia,Georgia,0,Europe,pressure
30,1,Academia,Germany,3,Europe,pressure
30,1,Academia,Indonesia,0,East & Southeast Asia,pressure
30,1,Academia,Japan,1,East & Southeast Asia,pressure
30,1,Academia,Jordan,0,North Africa & West Asia,pressure
30,1,Academia,Kazakhstan,0,Central Asia,pressure
30,1,Academia,Kenya,0,Sub-Saharan Africa,pressure
30,1,Academia,Kyrgyzstan,0,Central Asia,pressure
30,1,Academia,Latvia,0,Europe,pressure
30,1,Academia,Lebanon,0,North Africa & West Asia,pressure
30,1,Academia,Malaysia,0,East & Southeast Asia,pressure
30,1,Academia,Mexico,0,Central America & Caribbean,pressure
30,1,Academia,Montenegro,0,Europe,pressure
30,1,Academia,New Zealand,3,Oceania,pressure
30,1,Academia,Paraguay,0,South America,pressure
30,1,Academia,Peru,0,South America,pressure
30,1,Academia,Philippines,1,East & Southeast Asia,pressure
30,1,Academia,Poland,1,Europe,pressure
30,1,Academia,Serbia,0,Europe,pressure
30,1,Academia,Singapore,2,East & Southeast Asia,pressure
30,1,Academia,South Korea,4,East & Southeast Asia,pressure
30,1,Academia,Taiwan,2,East & Southeast Asia,pressure
30,1,Academia,Tajikistan,0,Central Asia,pressure
30,1,Academia,Thailand,0,East & Southeast Asia,pressure
30,1,Academia,Turkey,0,North Africa & West Asia,pressure
30,1,Academia,United Kingdom,3,Europe,pressure
30,1,Academia,United States,4,North America,pressure
30,1,Academia,Uruguay,0,South America,pressure
30,1,Academia,Uzbekistan,0,Central Asia,pressure
30,1,Academia,Venezuela,0,South America,pressure
30,1,Academia,Vietnam,0,East & Southeast Asia,pressure
31,1,Academia,Albania,0,Europe,pressure
31,1,Academia,Argentina,0,South America,pressure
31,1,Academia,Armenia,0,Europe,pressure
31,1,Academia,Australia,3,Oceania,pressure
31,1,Academia,Bolívia,0,South America,pressure
31,1,Academia,Bosnia and Herzegovina,,Europe,pressure
31,1,Academia,Brazil,0,South America,pressure
31,1,Academia,Cambodia,0,East & Southeast Asia,pressure
31,1,Academia,Canada,0,North America,pressure
31,1,Academia,Chile,0,South America,pressure
31,1,Academia,Colombia,0,South America,pressure
31,1,Academia,Czech Republic,0,Europe,pressure
31,1,Academia,Egypt,0,North Africa & West Asia,pressure
31,1,Academia,Estonia,3,Europe,pressure
31,1,Academia,Ethiopia,0,Sub-Saharan Africa,pressure
31,1,Academia,Georgia,0,Europe,pressure
31,1,Academia,Germany,4,Europe,pressure
31,1,Academia,Indonesia,0,East & Southeast Asia,pressure
31,1,Academia,Japan,4,East & Southeast Asia,pressure
31,1,Academia,Jordan,0,North Africa & West Asia,pressure
31,1,Academia,Kazakhstan,,Central Asia,pressure
31,1,Academia,Kenya,,Sub-Saharan Africa,pressure
31,1,Academia,Kyrgyzstan,0,Central Asia,pressure
31,1,Academia,Latvia,,Europe,pressure
31,1,Academia,Lebanon,0,North Africa & West Asia,pressure
31,1,Academia,Malaysia,0,East & Southeast Asia,pressure
31,1,Academia,Mexico,0,Central America & Caribbean,pressure
31,1,Academia,Montenegro,0,Europe,pressure
31,1,Academia,New Zealand,0,Oceania,pressure
31,1,Academia,Paraguay,0,South America,pressure
31,1,Academia,Peru,0,South America,pressure
31,1,Academia,Philippines,0,East & Southeast Asia,pressure
31,1,Academia,Poland,0,Europe,pressure
31,1,Academia,Serbia,0,Europe,pressure
31,1,Academia,Singapore,0,East & Southeast Asia,pressure
31,1,Academia,South Korea,0,East & Southeast Asia,pressure
31,1,Academia,Taiwan,3,East & Southeast Asia,pressure
31,1,Academia,Tajikistan,0,Central Asia,pressure
31,1,Academia,Thailand,0,East & Southeast Asia,pressure
31,1,Academia,Turkey,1,North Africa & West Asia,pressure
31,1,Academia,United Kingdom,3,Europe,pressure
31,1,Academia,United States,4,North America,pressure
31,1,Academia,Uruguay,0,South America,pressure
31,1,Academia,Uzbekistan,0,Central Asia,pressure
31,1,Academia,Venezuela,0,South America,pressure
31,1,Academia,Vietnam,,East & Southeast Asia,pressure
32,0,Academia,Albania,0,Europe,effect
32,0,Academia,Argentina,0,South America,effect
32,0,Academia,Armenia,4,Europe,effect
32,0,Academia,Australia,0,Oceania,effect
32,0,Academia,Bolívia,0,South America,effect
32,0,Academia,Bosnia and Herzegovina,0,Europe,effect
32,0,Academia,Brazil,0,South America,effect
32,0,Academia,Cambodia,4,East & Southeast Asia,effect
32,0,Academia,Canada,4,North America,effect
32,0,Academia,Chile,0,South America,effect
32,0,Academia,Colombia,0,South America,effect
32,0,Academia,Czech Republic,0,Europe,effect
32,0,Academia,Egypt,0,North Africa & West Asia,effect
32,0,Academia,Estonia,0,Europe,effect
32,0,Academia,Ethiopia,0,Sub-Saharan Africa,effect
32,0,Academia,Georgia,0,Europe,effect
32,0,Academia,Germany,4,Europe,effect
32,0,Academia,Indonesia,0,East & Southeast Asia,effect
32,0,Academia,Japan,0,East & Southeast Asia,effect
32,0,Academia,Jordan,0,North Africa & West Asia,effect
32,0,Academia,Kazakhstan,0,Central Asia,effect
32,0,Academia,Kenya,4,Sub-Saharan Africa,effect
32,0,Academia,Kyrgyzstan,4,Central Asia,effect
32,0,Academia,Latvia,0,Europe,effect
32,0,Academia,Lebanon,4,North Africa & West Asia,effect
32,0,Academia,Malaysia,4,East & Southeast Asia,effect
32,0,Academia,Mexico,4,Central America & Caribbean,effect
32,0,Academia,Montenegro,0,Europe,effect
32,0,Academia,New Zealand,,Oceania,effect
32,0,Academia,Paraguay,0,South America,effect
32,0,Academia,Peru,4,South America,effect
32,0,Academia,Philippines,0,East & Southeast Asia,effect
32,0,Academia,Poland,0,Europe,effect
32,0,Academia,Serbia,0,Europe,effect
32,0,Academia,Singapore,4,East & Southeast Asia,effect
32,0,Academia,South Korea,0,East & Southeast Asia,effect
32,0,Academia,Taiwan,0,East & Southeast Asia,effect
32,0,Academia,Tajikistan,4,Central Asia,effect
32,0,Academia,Thailand,4,East & Southeast Asia,effect
32,0,Academia,Turkey,0,North Africa & West Asia,effect
32,0,Academia,United Kingdom,0,Europe,effect
32,0,Academia,United States,0,North America,effect
32,0,Academia,Uruguay,0,South America,effect
32,0,Academia,Uzbekistan,0,Central Asia,effect
32,0,Academia,Venezuela,0,South America,effect
